experiment_id,template,template_purpose,dataset,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,691,when does body temperature tend to be lowest,when does body temperature tend to be lowest?,11 p.m. to 3 a.m.,hypothermia,0.0,0.0,0.0,1,2025-07-11T15:35:46.404957
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,692,who sings the whiskey ain't workin anymore,who sings the whiskey ain't workin anymore?,Dennis Locorriere,travis tritt and marty stuart,0.0,0.0,0.0,5,2025-07-11T15:35:47.441832
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,693,what year is it for the jewish calendar,what year is it for the jewish calendar?,AM 5778,5779,0.0,0.0,0.0,1,2025-07-11T15:35:48.014428
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,694,chief ministers of tamil nadu mentioned on wikipedia,chief ministers of tamil nadu mentioned on wikipedia?,Ramakrishna Ranga Rao,edappadi k. palaniswami,0.0,0.0,0.0,3,2025-07-11T15:35:48.859455
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,695,what is the function of a political action committee (pac),what is the function of a political action committee (pac)?,pools campaign contributions from members,political action committee,0.0,0.0,0.0,3,2025-07-11T15:35:49.086452
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,696,who has the most followers in the world on instagram,who has the most followers in the world on instagram?,Instagram's own account,instagram,0.0,0.0,0.0,1,2025-07-11T15:35:49.643259
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,697,what type of political system does el salvador have,what type of political system does el salvador have?,a presidential representative democratic republic,presidential representative democratic republic,0.0,0.888888888888889,0.8,4,2025-07-11T15:35:50.046216
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,698,where is simple squamous epithelium found in the body,where is simple squamous epithelium found in the body?,alveoli,glomeruli,0.0,0.0,0.0,1,2025-07-11T15:35:50.192127
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,699,who is president of india in present time,who is president of india in present time?,Ram Nath Kovind,ram nath kovind,1.0,1.0,1.0,3,2025-07-11T15:35:50.508173
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,700,what role does the president play in foreign affairs,what role does the president play in foreign affairs?,negotiates treaties with foreign nations,negotiates treaties,0.0,0.5714285714285715,0.4,2,2025-07-11T15:35:51.123009
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,701,when did ole miss beat alabama in football,when did ole miss beat alabama in football?,"October 3, 1970","november 19, 1963",0.0,0.0,0.0,3,2025-07-11T15:35:51.930995
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,702,what grade was arnold from hey arnold in,what grade was arnold from hey arnold in?,fourth,juniors,0.0,0.0,0.0,1,2025-07-11T15:35:52.530413
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,703,who translated the play neel darpan into english,who translated the play neel darpan into english?,Michael Madhusudan Dutta,michael madhusudan dutta,1.0,1.0,1.0,3,2025-07-11T15:35:52.776603
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,704,when does the miz and maryse show start,when does the miz and maryse show start?,2018,"july 24, 2018",0.0,0.5,1.0,3,2025-07-11T15:35:53.254761
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,705,what channel is celebrity big brother on in the usa,what channel is celebrity big brother on in the usa?,CBS,cbs,1.0,1.0,1.0,1,2025-07-11T15:35:53.678361
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,706,what is on top of us capitol building,what is on top of us capitol building?,The Statue of Freedom,statue of freedom,0.0,0.8571428571428571,0.75,3,2025-07-11T15:35:53.845519
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,707,who made the most free throws in nba history,who made the most free throws in nba history?,Karl Malone,karl malone,1.0,1.0,1.0,2,2025-07-11T15:35:54.343373
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,708,who is the first president to be impeached,who is the first president to be impeached?,Andrew Johnson,andrew johnson,1.0,1.0,1.0,2,2025-07-11T15:35:54.754410
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,709,why does kerosene oil rise up in the wick of lantern,why does kerosene oil rise up in the wick of lantern?,capillary action,,0.0,0.0,0.0,0,2025-07-11T15:35:54.973666
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,710,when did the sims 4 toddlers come out,when did the sims 4 toddlers come out?,January 2017,january 2017,1.0,1.0,1.0,2,2025-07-11T15:35:55.914714
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,711,how many episodes of season 5 of curse of oak island,how many episodes of season 5 of curse of oak island?,18,18,1.0,1.0,1.0,1,2025-07-11T15:35:56.448241
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,712,how many episodes of touching evil are there,how many episodes of touching evil are there?,16,6,0.0,0.0,0.0,1,2025-07-11T15:35:56.901443
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,713,hyori bed and breakfast season 2 air date,hyori bed and breakfast season 2 air date?,"February 4, 2018","may 25, 2018",0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T15:35:57.160572
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,714,if a piece of music is perceived to have changed key then we say the piece has,if a piece of music is perceived to have changed key then we say the piece has?,transposed,modulation,0.0,0.0,0.0,1,2025-07-11T15:35:57.385222
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,715,who has the most gold medals in the winter olympics of all time,who has the most gold medals in the winter olympics of all time?,Norway,norway,1.0,1.0,1.0,1,2025-07-11T15:35:57.938580
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,716,who sings the song let me love you,who sings the song let me love you?,DJ Snake featuring Justin Bieber,justin bieber,0.0,0.5714285714285715,0.4,2,2025-07-11T15:35:58.285448
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,717,when is the fourth movie of the divergent series coming out,when is the fourth movie of the divergent series coming out?,never made,tba,0.0,0.0,0.0,1,2025-07-11T15:35:58.456733
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,718,the cast of don't tell mom the babysitter's dead,the cast of don't tell mom the babysitter's dead?,Kimmy Robertson,christina applegate,0.0,0.0,0.0,2,2025-07-11T15:35:58.946581
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,719,the outer layer of the skin that contains no blood or nerve supply is the,the outer layer of the skin that contains no blood or nerve supply is the?,epidermis,epidermis,1.0,1.0,1.0,1,2025-07-11T15:35:59.596426
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,720,who won the battle of the first battle of bull run,who won the battle of the first battle of bull run?,Confederate victory,confederate victory,1.0,1.0,1.0,2,2025-07-11T15:36:00.627284
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,721,which country has the most coastline in the world,which country has the most coastline in the world?,Canada,australia,0.0,0.0,0.0,1,2025-07-11T15:36:00.793297
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,722,who won battle of the sexes tennis game,who won battle of the sexes tennis game?,Billie Jean King,billie jean king,1.0,1.0,1.0,3,2025-07-11T15:36:01.290067
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,723,who won in the brown vs board of education case,who won in the brown vs board of education case?,defendants,brown,0.0,0.0,0.0,1,2025-07-11T15:36:01.758076
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,724,ganglion axons forming the optic nerve run to the,ganglion axons forming the optic nerve run to the?,pretectal nucleus,lateral corticospinal tract,0.0,0.0,0.0,3,2025-07-11T15:36:02.293709
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,725,when did the word of wisdom become mandatory,when did the word of wisdom become mandatory?,February 1834,1842,0.0,0.0,0.0,1,2025-07-11T15:36:02.691398
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,726,element named after fictional planet from which superman came,element named after fictional planet from which superman came?,Kryptonite,krypton,0.0,0.0,0.0,1,2025-07-11T15:36:02.852595
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,727,who wrote and performed i can only imagine,who wrote and performed i can only imagine?,Bart Millard,bart millard,1.0,1.0,1.0,2,2025-07-11T15:36:03.805581
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,728,what are the active materials of a lead acid battery,what are the active materials of a lead acid battery?,Lead,lead,1.0,1.0,1.0,1,2025-07-11T15:36:04.382378
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,729,the roman name for a liberal arts education is known as,the roman name for a liberal arts education is known as?,liberalia studia,liberal arts,0.0,0.0,0.0,2,2025-07-11T15:36:04.903636
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,730,who sings you're welcome in moana credits,who sings you're welcome in moana credits?,Dwayne Johnson,lin - manuel miranda,0.0,0.0,0.0,4,2025-07-11T15:36:05.150438
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,731,who developed the central processing unit (cpu),who developed the central processing unit (cpu)?,John von Neumann,john von neumann,1.0,1.0,1.0,3,2025-07-11T15:36:05.653066
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,732,who was kat slater's sisters in eastenders,who was kat slater's sisters in eastenders?,Zoe,lynne hobbs,0.0,0.0,0.0,2,2025-07-11T15:36:06.066145
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,733,what is katie running from in safe haven,what is katie running from in safe haven?,her abusive husband,age of discovery,0.0,0.0,0.0,3,2025-07-11T15:36:06.230807
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,734,when did they replace lead with graphite in pencils,when did they replace lead with graphite in pencils?,never contained the element lead,2005,0.0,0.0,0.0,1,2025-07-11T15:36:06.452877
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,735,what started the war between us and japan,what started the war between us and japan?,attack on Pearl Harbor,atomic bomb,0.0,0.0,0.0,2,2025-07-11T15:36:07.020119
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,736,how old is the actress who plays phyllis on y&r,how old is the actress who plays phyllis on y&r?,Gina Tognoni,gina tognoni,1.0,1.0,1.0,2,2025-07-11T15:36:07.635489
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,737,who wrote the french declaration of the rights of man and of the citizen,who wrote the french declaration of the rights of man and of the citizen?,General Lafayette,thomas jefferson,0.0,0.0,0.0,2,2025-07-11T15:36:08.524212
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,738,when does sam realize he is jim in ghost whisperer,when does sam realize he is jim in ghost whisperer?,Leap of Faith,delusions of grandview,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T15:36:09.018312
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,739,what size engine does a 2005 honda civic have,what size engine does a 2005 honda civic have?,1169 cc,sohc engine,0.0,0.0,0.0,2,2025-07-11T15:36:09.497939
multi_dataset_20250711_152616,question_mark,Minimal punctuation enhancement - proven 1-3% improvement,NQ-Open,740,who won college basketball player of the year,who won college basketball player of the year?,A'ja Wilson,jalen brunson,0.0,0.0,0.0,2,2025-07-11T15:36:09.711446
